Var1,Var2,mean_aa_dist
PB2_4,PB2_14,7.54031681144617
PB2_4,PB2_15,8.01210844477076
PB2_4,PB2_16,6.29132545377796
PB2_4,PB2_17,6.86412464766691
PB2_4,PB2_18,16.5182135922331
PB2_4,PB2_19,6.64282246879331
PB2_4,PB2_20,28.8813453536754
PB2_4,PB2_21,9.7529126213592
PB2_4,PB2_22,8.15145631067961
PB2_4,PB2_23,4.75898058252424
PB2_4,PB2_24,16.1245752427184
PB2_4,PB2_25,8.26574202496533
PB2_4,PB2_26,8.59889042995841
PB2_4,PB2_27,8.16820388349514
PB2_4,PB2_28,57.4021844660194
PB2_4,PB2_29,7.24611650485435
PB2_4,PB2_30,6.45889967637539
PB2_4,PB2_31,9.81472491909389
PB2_4,PB2_32,11.1373786407767
PB2_4,PB2_33,5.50501618122977
PB2_4,PB2_34,11.1376213592233
PB2_4,PB2_35,7.15752427184466
PB2_4,PB2_36,8.93834951456309
PB2_4,PB2_37,8.54927184466018
PB2_4,PB2_38,7.62402912621359
PB2_4,PB2_39,7.02257281553398
PB2_4,PB2_40,9.16747572815533
PB2_4,PB2_41,5.17281553398058
PB2_4,PB2_42,7.16553398058252
PB2_4,PB2_43,7.15145631067961
PB2_4,PB2_44,19.9781553398058
PB2_4,PB2_45,43.6291262135922
PB2_4,PB2_46,14.1228155339806
PB2_4,PB2_47,8.16019417475728
PB2_5,PB2_6,14.0433635745752
PB2_5,PB2_7,11.1866910685023
PB2_5,PB2_8,10.3307593801989
PB2_5,PB2_9,22.3314985848362
PB2_5,PB2_10,9.80016449059136
PB2_5,PB2_11,8.37471532846711
PB2_5,PB2_12,7.34739837942805
PB2_5,PB2_13,5.64915579149097
PB2_5,PB2_14,7.97453899346936
PB2_5,PB2_15,8.43251618234427
PB2_5,PB2_16,6.72559504919068
PB2_5,PB2_17,7.27452319284199
PB2_5,PB2_18,15.0247883211678
PB2_5,PB2_19,7.10078206465065
PB2_5,PB2_20,29.5811261730963
PB2_5,PB2_21,10.200168444694
PB2_5,PB2_22,8.5985401459854
PB2_5,PB2_23,5.19361313868616
PB2_5,PB2_24,15.0534671532847
PB2_5,PB2_25,8.72450469238792
PB2_5,PB2_26,7.31876955161629
PB2_5,PB2_27,8.57554744525545
PB2_5,PB2_28,54.8770072992701
PB2_5,PB2_29,8.26593673965939
PB2_5,PB2_30,6.94014598540144
PB2_5,PB2_31,8.2566909975669
PB2_5,PB2_32,11.5744525547445
PB2_5,PB2_33,5.94452554744527
PB2_5,PB2_34,11.5616788321168
PB2_5,PB2_35,7.60255474452555
PB2_5,PB2_36,7.52700729927007
PB2_5,PB2_37,9.06094890510947
PB2_5,PB2_38,8.09671532846717
PB2_5,PB2_39,4.11350364963503
PB2_5,PB2_40,9.51751824817519
PB2_5,PB2_41,5.61167883211679
PB2_5,PB2_42,3.61386861313868
PB2_5,PB2_43,2.45620437956204
PB2_5,PB2_44,20.4430656934307
PB2_5,PB2_45,43.5211678832117
PB2_5,PB2_46,14.470802919708
PB2_5,PB2_47,4.60510948905109
PB2_6,PB2_7,15.936804334227
PB2_6,PB2_8,13.2370070475325
PB2_6,PB2_9,21.3836115012803
PB2_6,PB2_10,14.7205793465238
PB2_6,PB2_11,10.9282914979764
PB2_6,PB2_12,10.2310440886973
PB2_6,PB2_13,10.5360242097083
PB2_6,PB2_14,10.8691668442363
PB2_6,PB2_15,12.6297609044383
PB2_6,PB2_16,9.58234465763078
PB2_6,PB2_17,10.1629619955596
PB2_6,PB2_18,19.8843076923078
PB2_6,PB2_19,8.27246963562753
PB2_6,PB2_20,30.6386350491616
PB2_6,PB2_21,11.1257552164435
PB2_6,PB2_22,9.51336032388664
PB2_6,PB2_23,10.0835357624831
PB2_6,PB2_24,19.530060728745
PB2_6,PB2_25,11.643030653557
PB2_6,PB2_26,12.2068247541932
PB2_6,PB2_27,13.4801619433198
PB2_6,PB2_28,57.8902834008097
PB2_6,PB2_29,11.1481781376518
PB2_6,PB2_30,9.82078272604589
PB2_6,PB2_31,11.1676113360324
PB2_6,PB2_32,12.4963562753036
PB2_6,PB2_33,8.83400809716597
PB2_6,PB2_34,13.4672064777328
PB2_6,PB2_35,10.4862348178138
PB2_6,PB2_36,14.4817813765182
PB2_6,PB2_37,11.9615384615385
PB2_6,PB2_38,10.9376518218623
PB2_6,PB2_39,12.4526315789474
PB2_6,PB2_40,14.480971659919
PB2_6,PB2_41,8.50283400809717
PB2_6,PB2_42,12.4834008097166
PB2_6,PB2_43,12.4688259109312
PB2_6,PB2_44,23.2396761133603
PB2_6,PB2_45,47.2121457489879
PB2_6,PB2_46,16.7595141700405
PB2_6,PB2_47,13.4761133603239
PB2_7,PB2_8,12.3408947538932
PB2_7,PB2_9,24.4094945558402
PB2_7,PB2_10,13.8417340779363
PB2_7,PB2_11,10.3774635568512
PB2_7,PB2_12,11.3451467087491
PB2_7,PB2_13,7.61418853255579
PB2_7,PB2_14,9.97067285560839
PB2_7,PB2_15,10.5216458551075
PB2_7,PB2_16,8.71133857269617
PB2_7,PB2_17,9.2444277250071
PB2_7,PB2_18,14.9879883381923
PB2_7,PB2_19,8.94960433152853
PB2_7,PB2_20,31.654310703873
PB2_7,PB2_21,12.2009419152276
PB2_7,PB2_22,10.5728862973761
PB2_7,PB2_23,7.19533527696792
PB2_7,PB2_24,15.929664723032
PB2_7,PB2_25,10.7142857142857
PB2_7,PB2_26,11.3027905039567
PB2_7,PB2_27,8.10058309037905
PB2_7,PB2_28,59.9927113702624
PB2_7,PB2_29,10.2507288629738
PB2_7,PB2_30,8.9310009718173
PB2_7,PB2_31,12.2609329446064
PB2_7,PB2_32,13.5801749271137
PB2_7,PB2_33,7.93488824101068
PB2_7,PB2_34,13.3454810495627
PB2_7,PB2_35,9.60495626822157
PB2_7,PB2_36,9.60787172011662
PB2_7,PB2_37,11.0728862973761
PB2_7,PB2_38,10.0706997084548
PB2_7,PB2_39,9.59183673469388
PB2_7,PB2_40,11.5947521865889
PB2_7,PB2_41,7.60787172011662
PB2_7,PB2_42,9.58892128279883
PB2_7,PB2_43,9.60204081632653
PB2_7,PB2_44,22.4781341107872
PB2_7,PB2_45,46.2973760932945
PB2_7,PB2_46,14.5422740524781
PB2_7,PB2_47,10.5860058309038
PB2_8,PB2_9,23.1090424473884
PB2_8,PB2_10,10.9769925596468
PB2_8,PB2_11,7.4687719298243
PB2_8,PB2_12,8.4794606291468
PB2_8,PB2_13,6.81765018607102
PB2_8,PB2_14,7.04606545603779
PB2_8,PB2_15,8.91323697083395
PB2_8,PB2_16,5.88482074752094
PB2_8,PB2_17,6.48091555052508
PB2_8,PB2_18,16.1092397660818
PB2_8,PB2_19,6.27708159287107
PB2_8,PB2_20,28.0072403230299
PB2_8,PB2_21,9.3811665916929
PB2_8,PB2_22,7.75438596491228
PB2_8,PB2_23,6.37443144899284
PB2_8,PB2_24,15.7928849902534
PB2_8,PB2_25,7.92982456140351
PB2_8,PB2_26,8.33639654692287
PB2_8,PB2_27,9.76461988304093
PB2_8,PB2_28,54.369395711501
PB2_8,PB2_29,7.43339831059129
PB2_8,PB2_30,6.11371020142949
PB2_8,PB2_31,9.42560103963612
PB2_8,PB2_32,10.7621832358675
PB2_8,PB2_33,5.12345679012346
PB2_8,PB2_34,10.7417153996101
PB2_8,PB2_35,6.41130604288499
PB2_8,PB2_36,10.1647173489279
PB2_8,PB2_37,8.23294346978558
PB2_8,PB2_38,7.07992202729045
PB2_8,PB2_39,8.33333333333333
PB2_8,PB2_40,9.19883040935672
PB2_8,PB2_41,4.79142300194932
PB2_8,PB2_42,8.76218323586745
PB2_8,PB2_43,8.75633528265108
PB2_8,PB2_44,21.5653021442495
PB2_8,PB2_45,43.4619883040936
PB2_8,PB2_46,13.7056530214425
PB2_8,PB2_47,9.76218323586745
PB2_9,PB2_10,23.0896090830696
PB2_9,PB2_11,21.5922108843538
PB2_9,PB2_12,18.5746114959745
PB2_9,PB2_13,20.8268398268398
PB2_9,PB2_14,20.6648093447905
PB2_9,PB2_15,22.8825567963035
PB2_9,PB2_16,19.8138864241349
PB2_9,PB2_17,20.4079986833443
PB2_9,PB2_18,28.1522448979592
PB2_9,PB2_19,18.6632653061224
PB2_9,PB2_20,38.8702623906707
PB2_9,PB2_21,21.1715070643642
PB2_9,PB2_22,19.8775510204082
PB2_9,PB2_23,20.4608843537415
PB2_9,PB2_24,27.5102040816327
PB2_9,PB2_25,22.0204081632653
PB2_9,PB2_26,20.5954810495627
PB2_9,PB2_27,23.3788265306123
PB2_9,PB2_28,67.3520408163265
PB2_9,PB2_29,20.8758503401361
PB2_9,PB2_30,19.2108843537415
PB2_9,PB2_31,21.5374149659864
PB2_9,PB2_32,22.8724489795918
PB2_9,PB2_33,19.2108843537415
PB2_9,PB2_34,24.8775510204082
PB2_9,PB2_35,20.875
PB2_9,PB2_36,20.8801020408163
PB2_9,PB2_37,22.3775510204082
PB2_9,PB2_38,21.3775510204082
PB2_9,PB2_39,20.3826530612245
PB2_9,PB2_40,24.8367346938776
PB2_9,PB2_41,18.8775510204082
PB2_9,PB2_42,20.8877551020408
PB2_9,PB2_43,20.8877551020408
PB2_9,PB2_44,34.8775510204082
PB2_9,PB2_45,55.8265306122449
PB2_9,PB2_46,27.8775510204082
PB2_9,PB2_47,21.8877551020408
PB2_10,PB2_11,9.06295774647891
PB2_10,PB2_12,8.05162165654478
PB2_10,PB2_13,8.33575188504773
PB2_10,PB2_14,8.69607116382508
PB2_10,PB2_15,10.3929045973958
PB2_10,PB2_16,7.42360685854255
PB2_10,PB2_17,7.93843707405726
PB2_10,PB2_18,13.7467605633803
PB2_10,PB2_19,6.92756539235412
PB2_10,PB2_20,29.5216297786721
PB2_10,PB2_21,10.8331527627302
PB2_10,PB2_22,9.29577464788732
PB2_10,PB2_23,7.86795774647887
PB2_10,PB2_24,15.7711267605634
PB2_10,PB2_25,7.45674044265593
PB2_10,PB2_26,8.00301810865191
PB2_10,PB2_27,11.2676056338028
PB2_10,PB2_28,53.6056338028169
PB2_10,PB2_29,8.94835680751174
PB2_10,PB2_30,7.61032863849765
PB2_10,PB2_31,10.9084507042254
PB2_10,PB2_32,12.2957746478873
PB2_10,PB2_33,6.62910798122066
PB2_10,PB2_34,9.25704225352113
PB2_10,PB2_35,8.27464788732394
PB2_10,PB2_36,10.2570422535211
PB2_10,PB2_37,9.79577464788732
PB2_10,PB2_38,6.79577464788732
PB2_10,PB2_39,8.1725352112676
PB2_10,PB2_40,12.2183098591549
PB2_10,PB2_41,6.29577464788732
PB2_10,PB2_42,8.23943661971831
PB2_10,PB2_43,8.19718309859155
